GVKEY,CNAME,AT,SALE,MKTCAP,TOBINSQ,ROA,RNDRATIO,CASHRATIO,LEVERAGE,DIVPAY,EMP,SIC,STATE
9664,SHENANDOAH TELECOMMUN CO,619.242,326.946,754.125,1.676636921,0.054716896,0,0.111292516,0.362136289,0.018301407,0.708,4812,VA
9667,SHERWIN-WILLIAMS CO,5706.052,11129.533,24910.94016,5.191071192,0.15174888,0.008765956,0.007138386,0.316403706,0.037725384,39.674,2851,OH
9691,SIERRA PACIFIC POWER CO,3388,904,,,0.025678867,0,0.006493506,0.354191263,0.030991736,1,4931,NV
9698,SIFCO INDUSTRIES,109.697,119.654,163.9848,1.789363428,0.051077058,0,0.041897226,0.095070968,0.009936461,0.465,3724,OH
9748,PERVASIP CORP,1.052,0.491,0.119455,10.04986217,-0.436311787,0,0.990494297,5.16634981,0,0,5200,NY
9771,SMITH (A O) CORP,2515.3,2356,5043.054,2.447284221,0.0826144,0.026994792,0.215441498,0.08897547,0.021667396,12.4,3630,WI
9774,SMITHFIELD FOODS INC,10147.6,15031.3,,,0.054801135,0.007420474,0.042719461,0.270280657,0,48.24,2013,VA
9777,SMUCKER (JM) CO,16882.6,5692.7,13861.36584,1.254769161,0.020429318,0.001925059,0.007439612,0.365518344,0.016081646,7.37,2033,OH
9778,SNAP-ON INC,4310.1,3492.6,7946.37162,2.294487743,0.09788636,0.012157491,0.030834551,0.219275655,0.024964618,11.4,3420,WI
9783,KEYCORP,93821,4351,11945.7017,1.018191041,0.01000842,0,0.052461602,0.09457371,0.002558063,13.853,6020,OH
9786,SOFTECH INC,3.293,3.942,0.9774,1.46504707,-0.400546614,0.271484968,0.094139083,0.150318858,0,0.027,7372,MA
9799,SOLITRON DEVICES INC,13.595,9.757,9.3998,0.770636263,0.068186833,0,0.573078338,0,0.008017654,0.08,3674,FL
9815,SONOCO PRODUCTS CO,4193.911,5016.994,4396.3511,1.671687859,0.053867619,0.00577027,0.038429046,0.298805816,0.030994935,20.8,2650,SC
9828,SOUTH CAROLINA ELEC & GAS CO,14107,3091,,,0.03161551,0,0.007088679,0.355709931,0.018785,0,4931,SC
9831,SOUTH JERSEY INDUSTRIES INC,3349.425,886.996,2013.46131,1.219846783,0.02914769,0,0.001245288,0.3805904,0.019068646,0.7,4924,NJ
9835,PIONEER ENERGY SERVICES CORP,1171.589,1055.223,353.5628,0.819835113,-0.032449946,0,0.029809088,0.388429731,0,3.4,1389,TX
9846,EDISON INTERNATIONAL,50186,13413,21334.10428,1.060995184,0.030665923,0,0.002630216,0.243872793,0.011855896,13.69,4911,CA
9848,SOUTHERN CALIFORNIA GAS CO,10461,3855,,,0.031832521,0,0.008125418,0.188222923,0.009654909,8.324,4924,CA
9849,AMERICAN STATES WATER CO,1378.298,465.791,1441.88842,1.538475293,0.044299564,0,0.055131764,0.236588894,0.023297574,0.707,4941,CA
9850,SOUTHERN CO,70923,18467,44580.92847,1.167166201,0.02863669,0,0.010010857,0.356048109,0.02726901,26.369,4911,GA
9860,SOUTHERN NATURAL GAS CO,2895,571,,,0.081865285,0,0,0.417962003,0.103972366,0,4923,AL
9882,SOUTHWEST AIRLINES,20200,18605,28591.13808,1.918670202,0.056237624,0,0.147920792,0.133267327,0.007475248,46.278,4512,TX
9890,SOUTHWEST GAS HOLDINGS INC,5214.515,2121.707,2875.58663,1.127217129,0.02706407,0,0.007587666,0.32252779,0.01317764,2.196,4923,NV
9899,AT&T INC,292829,132447,174228.4077,1.171821806,0.021254725,0.005907885,0.036181526,0.280255712,0.032882672,243.62,4812,TX
9902,SOUTHWESTERN ELECTRIC PWR CO,6816.893,1846.397,,,0.020591346,0,0.008125256,0.329921271,0.015293331,1.468,4911,OH
9904,SOUTHWESTERN ENERGY CO,14925,4038,9673.70462,1.205072336,0.061909548,0,0.003551089,0.46680067,0,2.781,4923,TX
9906,SOUTHWESTERN PUBLIC SVC CO,4521.304,1937.37,,,0.028720033,0,0.00013182,0.310240364,0.020623033,1.282,4911,TX
9919,SPARTAN MOTORS INC,238.813,506.764,179.33444,1.035870912,0.004911793,0.048891811,0.119633353,0.022029789,0.01435014,1.6,3711,MI
9922,SPARTON CORP,198.98,336.139,280.97846,1.858696653,0.065267866,0.005874962,0.040345763,0.206050859,0,1.385,3679,IL
9969,STAAR SURGICAL CO,58.911,74.987,350.08819,6.283990935,-0.142452174,0.20985894,0.220892533,0.085162364,0,0.3,3851,CA
10000,STANDARD MOTOR PRODS,673.551,980.392,872.68116,1.74014909,0.078537483,0,0.02038153,0.084352929,0.017674979,3.4,3690,NY
10008,STANDEX INTERNATIONAL CORP,578.16,716.18,941.4272,2.020216203,0.086047115,0.0083022,0.128441954,0.077929985,0.008445759,4.2,3585,NH
10016,STANLEY BLACK & DECKER INC,15849.1,11338.6,15096.57,1.484240115,0.05408509,0.011016398,0.031333009,0.242745645,0.020272444,50.4,3540,CT
10030,STARRETT (L.S.) CO  -CL A,239.248,247.134,107.06018,0.86921178,0.028054571,0.005851669,0.104310172,0.089246305,0.011598843,1.811,3420,MA
10035,STATE STREET CORP,274119,10687,32592.8075,1.047719448,0.007431079,0,0.356662617,0.085251296,0.002010076,29.97,6020,MA
10056,STEPAN CO,1162.014,1927.213,892.02048,1.29317244,0.049139683,0.023438616,0.073333884,0.235738124,0.013241665,2.024,2840,IL
10086,STEWART INFORMATION SERVICES,1392.478,1861.53,889.18224,1.131070107,0.021366944,0,0.205733232,0.04708297,0.001676149,7.4,6361,TX
10096,PUBLIC STORAGE,9818.676,2288.597,31876.6431,3.721430782,0.116533431,0,0.019117853,0.006555263,0.122617041,5.3,6798,CA
10115,STRYKER CORP,17713,9675,35656.74,2.501086208,0.029074691,0.034663806,0.28363349,0.224298538,0.026929374,26,3842,MI
10121,NAVIENT CORP,146352,5498,8681.49335,1.030634999,0.007850935,0,0.036685525,0.953379523,0.001742375,6.2,6111,DE
10124,STURM RUGER & CO INC,254.382,544.942,648.86231,2.788909239,0.151850367,0.039310958,0.034990683,0,0.123617237,2.067,3480,CT
10187,SUNTRUST BANKS INC,190328,8602,21978.226,1.001608938,0.009320752,0,0.041712202,0.116682779,0.002222479,24.638,6020,GA
10195,SUPERIOR INDUSTRIES INTL,579.91,745.447,528.9867,1.129086755,0.015179942,0.007587384,0.114157369,0,0.033332759,3,3714,MI
10198,SUPERIOR GROUP OF COS INC,139.937,196.249,198.45309,1.842165332,0.081100781,0,0.03277189,0.178901934,0.026176065,1.055,2300,FL
10221,SILVERBOW RESOURCES INC,2173.347,547.79,177.8679,0.676588184,-0.130410376,0,0.000186809,0.494414376,0,0.294,1311,TX
10235,TRINITY PLACE HOLDINGS INC,78.935,,148.1184,2.810570723,0,0,0.57576487,0.506746057,0,0.006,6512,NY
10236,SYNALLOY CORP,187.849,199.505,153.3831,1.199581046,0.067176296,0.002826738,0.000143732,0.169221023,0.014016577,0.464,3317,VA
10247,SYSCO CORP,13167.95,46516.712,21950.38125,2.257758896,0.070742447,0,0.031367525,0.209593673,0.051152078,50.3,5140,TX
10305,TSR INC,14.051,57.403,7.848,0.915664366,0.013735677,0,0.351718739,0,0,0.287,7371,NY
10327,TAMPA ELECTRIC CO,7274.3,2419,,,0.035783512,0,0.001429691,0.296262183,0.036099693,2.912,4931,FL
10349,TAYLOR DEVICES INC,33.665,30.589,43.2950164,1.511362436,0.064607159,0.00796079,0.145432942,0,0,0.112,3569,NY
10353,TEAM INC,523.833,842.047,810.4076,1.888519051,0.076493844,0,0.063399977,0.149826376,0,4.8,8734,TX
10364,TECHNICAL COMMUNICATIONS CP,9.809,6.139,7.79736,0.870461821,-0.261494546,0.278213885,0.503415231,0,0,0.036,3663,MA
10380,SUNLINK HEALTH SYSTEMS INC,63.847,105.43,11.52168,0.65861638,-0.021786458,0,0.056181183,0.271759049,0,0,5912,GA
10390,TEJON RANCH CO,432.115,51.252,607.93656,1.74821647,0.013086794,0,0.110567789,0.188165188,0,0.157,0100,CA
10405,ALLEGHENY TECHNOLOGIES INC,6582.6,4223.4,3779.88147,1.167195556,-0.000303831,0.002643332,0.040941269,0.231960016,0.011712697,9.7,3350,PA
10407,TELEFLEX INC,3977.255,1839.832,4758.02598,1.602218359,0.047869196,0.015347268,0.076242534,0.268627734,0.014144932,11.7,3841,PA
10411,TELEPHONE & DATA SYSTEMS INC,8906.939,5009.438,2724.44975,0.759362083,-0.015308851,0,0.052981277,0.223914636,0.006516268,10.6,4812,IL
10441,TENNANT CO,486.932,821.983,1329.01055,3.140690179,0.104020685,0.060443758,0.191636615,0.057784249,0.029751587,3.087,3580,MN
10443,TENNECO INC,4010,8420,3465.04149,1.735671195,0.056359102,0.042144638,0.071072319,0.281546135,0,29,3714,IL
10447,TENNESSEE VALLEY AUTHORITY,45596,11137,,,0.01028599,0,0.011382577,0.545815422,0,11.542,4911,TN
10453,TERADYNE INC,2538.52,1647.824,4286.77127,1.86053144,0.032015505,0.114885445,0.326191245,0,0.014742842,3.9,3825,MA
10484,UNITED AIRLINES INC,38108,38901,,,0.029232707,0,0.116038627,0.317886008,0.005563136,0,4512,IL
10499,TEXAS INSTRUMENTS INC,17722,13045,55957.91256,3.548748028,0.159180679,0.07662792,0.199808148,0.261934319,0.074652974,31.003,3674,TX
10502,TEXAS NEW MEXICO POWER CO,1240.241,287.939,,,0.030483591,0,8.06295E-07,0.317169808,0.013171634,0.355,4911,TX
10504,TEXAS PACIFIC LAND TRUST,33.102,55.202,981.996,29.84970697,1.050238656,0,0.810071899,0,0.068878013,0.008,6792,TX
10507,ENERGY FUTURE HOLDINGS CORP,29248,5978,,,-0.219023523,0,0.117409737,0.237725656,0,8.92,4911,TX
10508,ENERGY FUTURE COMPETITIVE,21333,5978,,,-0.291988937,0,0.086485726,0.070782356,0,5.06,4911,TX
10519,TEXTRON INC,14605,13878,11646.86802,1.495574668,0.04142417,0.047517973,0.056282095,0.265251626,0.001506333,34,3721,RI
10530,THERMO FISHER SCIENTIFIC INC,42852.1,16889.6,50174.8863,1.611313945,0.044233538,0.016127564,0.031550379,0.339866658,0.005619328,51,3826,MA
10549,THOR INDUSTRIES INC,1408.718,3525.456,2824.8901,2.297495382,0.124592715,0,0.205389581,0,0.072629156,9.4,3790,IN
10565,TIDEWATER INC,4756.162,1495.517,900.13506,0.664092825,-0.01370643,0,0.016519202,0.322629044,0.010329127,8.5,4400,LA
10567,SIX FLAGS ENTERTAINMENT CORP,2534.919,1175.793,4010.2747,2.419841305,0.029774916,0,0.029146493,0.550516999,0.071821624,40.9,7996,TX
10581,TIMKEN CO,3001.4,3076.2,3781.10656,1.733259999,0.048910508,0.012827347,0.097987606,0.176617578,0.03008596,16.345,3562,OH
10598,TOFUTTI BRANDS INC,4.326,14.353,29.79012,7.295913084,-0.037679149,0.148173833,0.078825705,0.006241331,0,0.012,2024,NJ
10601,TOLEDO EDISON CO,1509.507,509.948,,,0.013149989,0,0.000500826,0.332631117,0.023186378,0,4911,OH
10609,TOOTSIE ROLL INDUSTRIES INC,910.386,543.525,1841.8811,2.212360581,0.069528749,0,0.153295415,0.009136784,0.021088857,2,2060,IL
10614,TORCHMARK CORP,20214.73,3964.554,6929.9681,1.110439373,0.026858583,0,0.013877999,0.060872839,0.003264847,2.98,6311,TX
10618,TORO CO,1192.415,2173.768,3437.00294,3.539615771,0.145813328,0.058452804,0.264063267,0.314298294,0.037778793,6.134,3523,MN
10619,TOROTEL INC,7.475,13.562,3.70656,0.770509699,0.016053512,0,0.253110368,0.091103679,0,0.153,3677,KS
10631,TOTAL SYSTEM SERVICES INC,3733.581,2446.877,6280.52844,2.172050758,0.07344611,0,0.077454594,0.389978683,0.020009208,9.9,7389,GA
10639,TOYS R US INC,7115,12424,,,-0.041040056,0,0.0981026,0.672944483,0,66,5945,NJ
10658,TRANS-LUX CORP,15.245,24.359,9.35175,1.735962611,-0.303574943,0,0.04263693,0.118793047,0,0.081,3990,NY
10678,TRANSCONTINENTAL GAS PIPE LN,7349.883,1433.137,,,0.057536154,0,2.35378E-05,0.198555814,0.055919257,0,4922,TX
10685,TRANSCAT INC,62.149,123.624,66.7186764,1.494242488,0.064779803,0,0.001045874,0.195787543,0,0.443,5084,NY
10726,TRIBUNE MEDIA CO,11396.455,1949.359,5807.91067,0.95228917,0.040636408,0,0.129231678,0.306672996,0,7.6,4833,IL
10734,TRIMEDYNE INC,4.711,5.461,1.8616752,0.629096837,-0.080874549,0.099978773,0.274251751,0.023986415,0,0.052,3845,CA
10735,TRINITY INDUSTRIES,8733.8,6170,4358.356,1.083566832,0.077652339,0,0.137122444,0.406810323,0.006675216,22.07,3743,TX
10740,TRIO-TECH INTERNATIONAL,34.59,36.262,12.1897587,0.794355557,0.002341717,0.005666378,0.087886672,0.205088176,0,0.609,3559,CA
10777,TWIN DISC INC,266.985,263.909,372.2091,1.81969811,0.013648707,0.011341461,0.092728056,0.068932712,0.015203101,0.97,3560,WI
10789,TYLER TECHNOLOGIES INC,573.982,493.101,3662.84736,6.787122871,0.102686147,0.044849838,0.359187222,0,0,2.856,7373,TX
10793,TYSON FOODS INC  -CL A,23956,37580,14803.12,1.144561696,0.036066121,0.002170646,0.018325263,0.341375856,0.004800468,124,2011,AR
10795,UNITED CONTINENTAL HLDGS INC,37353,38901,25052.04414,1.563945175,0.030305464,0,0.118544695,0.324338072,0,84,4512,IL
10801,UGI CORP,10093,8277.3,5872.82066,1.218440569,0.033409294,0,0.043208164,0.368730804,0.013484593,12.8,4932,PA
10816,USG CORP,3994,3724,4052.05632,1.89736012,0.009514271,0.005758638,0.081372058,0.553079619,0,8.9,3270,IL
10832,UNICO AMERICAN CORP,136.016,30.47,61.122404,0.921681302,0.006219856,0,0.604465651,0,0,0.083,6331,CA
10839,UNIFI INC,469.067,687.902,504.18442,1.462544626,0.061447512,0.016886713,0.034410862,0.212097632,0,2.5,2200,NC
10840,UNIFIRST CORP,1424.161,1394.897,1943.94445,1.56839462,0.084207474,0,0.134654017,0.005518337,0.002008902,12,2300,MA
10857,UNION CARBIDE CORP,6413,6917,,,0.091532824,0.003118665,0.003586465,0.081864962,0.200997973,0,2860,TX
10860,AMEREN CORP,22676,6053,11191.138,1.021658935,0.0258864,0,0.000220497,0.306667843,0.0171988,8.527,4931,MO
10863,DUKE ENERGY KENTUCKY,1214.158,493.297,,,0.029075293,0,0.009312627,0.296523187,0,0,4931,OH
10867,UNION PACIFIC CORP,52716,23988,105235.3916,2.315850815,0.098262387,0,0.030085742,0.217770696,0.032513848,47.201,4011,NE
10877,UNIT CORP,4473.728,1572.944,1691.1554,0.66080781,0.030461396,0,0.00023448,0.187324531,0,1.88,1311,OK
10894,UDR INC,6846.534,822.898,7862.6443,1.755728125,0.022540456,0,0.005486572,0.523345827,0.03903099,1.582,6798,CO
10902,UNITED-GUARDIAN INC,15.939,13.45,91.1382204,5.779109129,0.254093732,0.045799611,0.716042412,0,0.230692013,0.036,2834,NY
10903,UNITEDHEALTH GROUP INC,86382,130474,96439.86,1.716825959,0.065048274,0,0.106920423,0.201500313,0.015767174,170,6324,MN
10916,UMB FINANCIAL CORP,17500.96,862.559,2590.31548,1.054086032,0.006894193,0,0.120095698,0.116218882,0.002364099,3.592,6020,MO
10917,UMH PROPERTIES INC,478.269,79.469,232.7526,1.241538967,0.008861122,0,0.016900531,0.543857118,0.065651338,0.26,6798,NJ
10920,UNITED PARCEL SERVICE INC,35471,58232,100608.85,3.77367004,0.085478278,0,0.092554481,0.304107581,0.070113614,435,4210,GA
10930,U S ANTIMONY CORP,16.545,10.772,46.2189,3.360767604,-0.096403747,0,0.022544575,0.053611363,0.00296162,0.083,3330,MT
10938,U S ENERGY CORP/WY,123.523,32.379,41.51104,0.466625972,-0.016928022,0,0.032665981,0.04857395,0,0.014,1311,CO
10981,ESSENDANT INC,2370.217,5327.205,1632.30872,1.319982398,0.05028991,0,0.008780631,0.301199848,0.009181016,6.5,5045,IL
10983,UNITED TECHNOLOGIES CORP,91289,64270,104578.125,1.803657889,0.068135263,0.028864376,0.057345354,0.216827876,0.022434247,211.5,3724,CT
10984,SPRINT CORP,83030,34532,18798.84,0.797553174,-0.040286643,0,0.050295074,0.407455137,0,31,4812,KS
10991,SCIENTIFIC GAMES CORP,9995.2,1786.4,1083.323,1.04508394,-0.023441252,0.011705619,0.019909557,0.852008964,0,9,3570,NV
10999,UNITIL CORP,1000.2,425.8,510.29972,1.164266867,0.024695061,0,0.00839832,0.362127574,0.019196161,0.495,4931,NH
11012,SENSIENT TECHNOLOGIES CORP,1765.206,1447.821,2861.6245,2.028032706,0.046323772,0.02033757,0.011516503,0.26450114,0.027131678,4.053,2860,WI
11017,UNIVERSAL CORP/VA,2198.473,2271.801,1065.48588,0.951845158,0.052130729,0,0.113161726,0.195527532,0.028232323,27,5150,VA
11027,UNIVERSAL SECURITY INSTRUMNT,19.906,9.892,13.25349,0.723525068,-0.186124786,0.039033457,0.034210791,0,0,0.015,3669,MD
11032,UNIVERSAL HEALTH SVCS INC,8974.443,8062.126,10983.14216,1.776090746,0.060766222,0,0.003573369,0.36531894,0.003305498,68.7,8062,PA
11035,CALMARE THERAPEUTICS INC,4.43,1.073,4.0443949,3.673452573,-0.769977427,0,0.001354402,0.585553047,0,0,3841,CT
11051,UTAH MEDICAL PRODUCTS INC,81.076,41.377,225.0674,2.898655582,0.140337461,0.005673689,0.238442942,0.060030095,0.04643791,0.172,3845,UT
11060,VF CORP,9980.14,12282.161,32421.214,3.649455619,0.104958948,0,0.097382902,0.145226219,0.047988605,59,2320,NC
11065,VSE CORP,355.33,424.071,353.0922,1.410798976,0.057661892,0,0.000740157,0.205397799,0.005881856,1.589,8711,VA
11094,VALMONT INDUSTRIES INC,2729.668,3123.143,3077.083,1.660685842,0.067398673,0.005092194,0.136126078,0.286403695,0.012835261,11.321,3440,NE
11099,VALUE LINE INC,87.421,35.523,141.985275,1.97782312,0.083412452,0,0.17737157,0,0.067352238,0.195,2741,NY
11115,VARIAN MEDICAL SYSTEMS INC,3357.29,3049.8,8087.47304,2.918080666,0.120246687,0.069949275,0.272675581,0.130313437,0,6.8,3845,CA
11124,VEECO INSTRUMENTS INC,929.455,392.873,1407.7568,1.701946625,-0.0720207,0.09249614,0.421668612,0.001987186,0,0.8,3559,NY
11161,VICON INDUSTRIES INC,38.768,34.878,18.72315,0.807912454,-0.204421172,0.118551383,0.125644862,0,0.064150846,0.168,3669,NY
11169,VIDEO DISPLAY CORP,17.83,12.818,16.0974,1.077812675,-0.338586652,0.005608525,0.144587773,0.013067863,0,0.119,3670,GA
11178,VILLAGE SUPER MARKET  -CL A,457.412,1518.636,330.55008,1.212967915,0.011029444,0,0.169107938,0.100871862,0.027178998,7.05,5411,NJ
11185,VIRCO MFG. CORP,81.811,164.052,35.79573,1.161625332,0.010377578,0,0.005744949,0.116353547,0,0.685,2531,CA
11188,VIRGINIA ELECTRIC & POWER CO,29509,7579,,,0.029075875,0,0.000508319,0.363448439,0.020874987,6.8,4911,VA
11191,VISHAY INTERTECHNOLOGY INC,3298.773,2493.282,2086.4741,1.024920811,0.03565841,0.019794936,0.335563557,0.137911884,0.010727625,22.6,3670,PA
11213,VOLT INFO SCIENCES INC,424.332,1710.028,173.24244,1.189911296,-0.007981958,0,0.097897401,0.321995513,0,32,7363,NY
11220,VORNADO REALTY TRUST,21248.32,2779.63,22116.17877,1.785346972,0.017852376,0,0.065181106,0.524223044,0.029616224,4.503,6798,NY
11228,VULCAN MATERIALS CO,8061.902,2994.169,8670.24711,1.471651865,0.025694433,0,0.017523532,0.248773056,0.003582777,6.941,1400,AL
11234,WD-40 CO,347.68,382.997,1013.5998,3.358294409,0.125822595,0.019845835,0.295826622,0.281868385,0.058053382,0.395,2890,CA
11259,WALMART INC,203706,483521,274315.44,1.924128106,0.079438014,0,0.04484404,0.247322121,0.030362385,2200,5331,AR
11264,WALGREENS BOOTS ALLIANCE INC,37182,76392,57517.42124,1.96854449,0.051960626,0,0.071163466,0.13452746,0.032972944,251,5912,IL
11300,GRAHAM HOLDINGS CO,5752.319,3535.166,5008.65429,1.193555902,0.160212603,0,0.178084873,0.07752004,0.011841137,14.5,8200,VA
11301,WASHINGTON REIT,2113.707,289.462,1875.87354,1.499746909,0.002416607,0,0.012360275,0.575166284,0.037979247,0.181,6798,DC
11304,AVISTA CORP,4712.331,1472.562,2200.29005,1.001332048,0.025386587,0,0.004698948,0.351516903,0.016618951,1.874,4931,WA
11313,WATSCO INC,1791.067,3944.54,3745.749,2.562279915,0.08452336,0,0.013649406,0.169761377,0.039010266,5,5070,FL
11340,WEINGARTEN REALTY INVST,3814.094,540.479,4277.31588,1.730005574,0.063719457,0,0.027054131,0.508164717,0.052550094,0.315,6798,TX
11343,WEIS MARKETS INC,1191.119,2776.683,1286.26236,1.275097921,0.046315272,0,0.089047358,0,0.027098888,18.2,5411,PA
11361,AG&E HOLDINGS INC,13.554,21.924,8.2928,0.794068172,-0.180463332,0,0.506049875,0,0,0.028,5090,NJ
11372,NEW CONCEPT ENERGY INC,12.274,4.363,2.93997,0.734965781,-0.063467492,0,0.02444191,0.188121232,0,0.049,1311,TX
11376,WEST PHARMACEUTICAL SVSC INC,1670.9,1421.4,3796.012,2.689755222,0.07606679,0.022323299,0.152791909,0.201508169,0.017894548,7,3060,PA
11380,AEP TEXAS NORTH CO,1369.471,318.963,,,0.024325451,0,0,0.361792254,0.021906269,0,4911,TX
11399,WESTERN DIGITAL CORP,15499,15130,21598.2,1.823033744,0.104329312,0.107168204,0.328279244,0.157300471,0.019033486,84.072,3572,CA
11406,WESTERN MASSACHUSETTS EL CO,1839.475,493.423,,,0.031432338,0,0.015579445,0.353291564,0.032617459,0.31,4911,MA
11440,WESTMORELAND COAL CO,1829.578,1115.992,567.99063,1.495749091,-0.094152313,0,0.007793054,0.538259096,0.000469507,3.44,1220,CO
11455,WEYCO GROUP INC,277.446,320.488,321.05907,1.469003229,0.068553881,0,0.066366068,0.019481268,0.02932823,0.64,5130,WI
11456,WEYERHAEUSER CO,13457,7403,18823.37186,2.040601312,0.061529316,0.002006391,0.117411013,0.401426767,0.04547819,12.8,2400,WA
11465,WHIRLPOOL CORP,20002,19872,15111.72,1.511284872,0.03249675,0.028147185,0.051294871,0.217328267,0.011248875,100,3630,MI
11499,WILEY (JOHN) & SONS  -CL A,3004.243,1822.44,3346.70544,1.696587606,0.058872734,0,0.15226498,0.249676874,0.022800419,4.9,2721,NJ
11506,WILLIAMS COS INC,50563,7637,33570.18,1.397151672,0.041730119,0,0.004746554,0.4289698,0.027925558,6.742,4922,OK
11511,WILLIAMS-SONOMA INC,2330.277,4698.719,7190.47075,3.560109699,0.132539608,0,0.095665451,0.000844535,0.053803904,26.8,5961,CA
11537,WINNEBAGO INDUSTRIES,358.302,945.163,668.92177,2.32897324,0.125740297,0.012001049,0.161327595,0,0,2.85,3790,IA
11538,J. ALEXANDER'S HOLDINGS INC,150.908,202.233,,,0.05936067,0,0.088139794,0.151887243,0,0,5812,TN
11550,WEC ENERGY GROUP INC,15163.4,4997.1,11893.76658,1.301209925,0.038797367,0,0.004082198,0.344784151,0.023213791,4.248,4931,WI
11554,ALLIANT ENERGY CORP,12085.9,3350.3,7368.36912,1.133094691,0.032740632,0,0.004707965,0.325255049,0.019526887,4.212,4931,WI
11555,INTEGRYS HOLDING INC,11282,4144.2,6191.7219,1.111374038,0.024658748,0,0.001595462,0.301267506,0.019446907,4.575,4931,WI
11566,WOLVERINE WORLD WIDE,2504.5,2761.1,3001.10692,1.738912725,0.05314434,0,0.089359154,0.359672589,0.009582751,6.6,3140,MI
11580,WOODWARD INC,2397.202,2001.24,3112.6813,1.778702129,0.069182322,0.057569199,0.048092318,0.296178628,0.008869924,6.701,3620,CO
11584,FOOT LOCKER INC,3577,7151,7496.78208,2.394124149,0.145373218,0,0.270338272,0.03746156,0.035504613,44.568,5661,NY
11600,WORTHINGTON INDUSTRIES,2085.142,3384.234,1745.27661,1.467435604,0.03682483,0,0.014899225,0.321677373,0.023168206,10.5,3310,OH
11636,XEROX CORP,27658,19540,15478.0857,1.173370659,0.039193,0.016089377,0.051015981,0.279882855,0.011461422,147.5,3577,CT
11644,KEY ENERGY SERVICES INC,2333.498,1427.336,256.44019,0.558595375,-0.076549455,0,0.011700889,0.320731366,0,8.1,1381,TX
11649,YRC WORLDWIDE INC,1985,5068.8,689.70083,1.585642736,-0.034105793,0,0.100755668,0.559143577,0.009118388,33,4213,KS
11657,YORK WATER CO,304.339,45.9,297.80751,1.483738561,0.037734237,0,0.004912285,0.278915946,0.024456281,0.107,4941,PA
11670,SPECTRUM BRND HLDG INC,30100.2,5963,2654.12352,1.022565416,-0.00034219,0.001591352,0.056212251,0.171354343,0.002445166,14.427,3420,WI
11672,TJX COMPANIES INC,11128.381,29078.407,45151.29402,4.636157678,0.199052135,0,0.249488043,0.151378444,0.043427701,198,5651,MA
11687,ZIONS BANCORPORATION NA,57208.874,2361.631,5787.95765,0.98990434,0.006965038,0,0.16442082,0.023361848,0.001802343,10.462,6020,UT
11708,FUNCTION(X) INC,79.099,17.985,67.25789,1.345059862,-0.86519425,0,0.063300421,0.189635773,-0.004450119,0.135,7370,NY
11721,OSHKOSH CORP,4586.7,6817.1,3525.15675,1.30853484,0.067434103,0.030959077,0.0684152,0.195129396,0.011053699,12,3711,WI
11745,QUALYS INC,260.024,133.579,1268.1735,5.293244085,0.11631234,0.101221426,0.489254838,0,0,0.431,7372,CA
11756,ALEXANDER & BALDWIN INC,2329.9,560,1915.888,1.222321988,0.0116314,0,0.001201768,0.303017297,0.003562385,1.502,6798,HI
11770,STIFEL FINANCIAL CORP,9518.151,2254.748,3384.46272,1.111620915,0.018819832,0,0.098964915,0.140147493,0,6.085,6211,MO
11796,LCI INDUSTRIES,543.841,1190.782,1218.0195,2.513533367,0.114493023,0.009193864,7.35509E-06,0.028776793,0.003330017,5.845,3711,IN
11805,CAS MEDICAL SYSTEMS INC,15.436,22.913,32.13705,4.123675175,-0.4924851,0.224540036,0.291202384,0.556296968,0.083570873,0.097,3845,CT
11811,HENRY (JACK) & ASSOCIATES,1680.703,1173.173,4910.99805,3.288263334,0.111093394,0.039714334,0.041873549,0.005435821,0.04239357,5.499,7373,MO
11842,ASSOCIATED BANC-CORP,26821.774,1027.064,2823.22746,1.003083445,0.007102774,0,0.0384787,0.186356242,0.002375384,4.3,6020,WI
11854,NMI HOLDINGS INC,463.265,19.222,533.45677,1.229591638,-0.105568087,0,0.235601653,0,0,0.189,6351,CA
11856,BB&T CORP,186814,9926,28027.94522,1.033685619,0.011514126,0,0.014447525,0.144684017,0.004437569,33.4,6020,NC
11861,VALLEY NATIONAL BANCORP,18793.855,696.419,2253.79781,1.02079301,0.006181382,0,0.044185027,0.144432369,0.004872923,2.907,6020,NJ
11872,ARK RESTAURANTS CORP,65.363,139.357,75.84742,1.601248719,0.075195447,0,0.132521457,0.111959365,0.05065557,1.901,5812,NY
11896,FIRST MIDWEST BANCORP INC,9445.139,424.587,1329.36145,1.024201491,0.007337743,0,0.064187727,0.035876973,0.002491229,1.788,6020,IL
11914,IMMUCOR INC,1752.686,389.3,,,-0.034646822,0.016426787,0.010477062,0.592088372,0,1.09,2835,GA
11922,NATURAL GROCERS VITAMIN CTGE,188.985,520.674,366.0558,2.385257031,0.071291372,0,0.027055057,0.116289653,0,2.346,5400,CO
11923,ANADARKO PETROLEUM CORP,61689,16375,41794.5,1.207824734,-0.028368105,0,0.119454036,0.244646533,0.008186224,6.1,1311,TX
11929,ACURA PHARMACEUTICALS INC,16.195,0.751,21.9816,2.045359679,-0.815622106,0.282926829,0.74689719,0.600123495,0,0.015,2834,IL
11930,CCA INDUSTRIES INC,21.733,30.132,23.9632393,1.662459821,-0.128974371,0.021119956,0.01113514,0.066074633,0,0.037,2844,NJ
